rho_0,alpha,device,,error_list
57.5,5.0,10CE,rmse,3.82
57.5,5.0,10CE,max,8.52
57.5,5.0,10CE,min,0.3
57.5,5.0,10CE,count,146.0
57.5,5.0,10CE,std,1.9
57.5,5.0,1210,mean,3.23
57.5,5.0,1210,median,2.85
57.5,5.0,1210,rmse,3.71
57.5,5.0,1210,max,8.24
57.5,5.0,1210,min,0.37
57.5,5.0,1210,count,143.0
57.5,5.0,1210,std,1.82
57.5,5.0,1211,mean,3.29
57.5,5.0,1211,median,3.02
57.5,5.0,1211,rmse,3.81
57.5,5.0,1211,max,9.0
57.5,5.0,1211,min,0.27
57.5,5.0,1211,count,136.0
57.5,5.0,1211,std,1.92
57.5,5.0,1212,mean,3.24
57.5,5.0,1212,median,3.0
57.5,5.0,1212,rmse,3.72
57.5,5.0,1212,max,8.22
57.5,5.0,1212,min,0.3
57.5,5.0,1212,count,141.0
57.5,5.0,1212,std,1.83
57.5,5.0,121D,mean,3.37
57.5,5.0,121D,median,3.02
57.5,5.0,121D,rmse,3.83
57.5,5.0,121D,max,8.51
57.5,5.0,121D,min,0.34
57.5,5.0,121D,count,147.0
57.5,5.0,121D,std,1.82
57.5,5.0,1F61,mean,3.19
57.5,5.0,1F61,median,2.78
57.5,5.0,1F61,rmse,3.69
57.5,5.0,1F61,max,8.77
57.5,5.0,1F61,min,0.31
57.5,5.0,1F61,count,144.0
57.5,5.0,1F61,std,1.86
57.5,5.0,2005,mean,3.33
57.5,5.0,2005,median,2.97
57.5,5.0,2005,rmse,3.84
57.5,5.0,2005,max,9.01
57.5,5.0,2005,min,0.25
57.5,5.0,2005,count,145.0
57.5,5.0,2005,std,1.93
57.5,5.0,2055,mean,3.29
57.5,5.0,2055,median,3.02
57.5,5.0,2055,rmse,3.79
57.5,5.0,2055,max,8.48
57.5,5.0,2055,min,0.09
57.5,5.0,2055,count,141.0
57.5,5.0,2055,std,1.88
57.5,5.25,1002,mean,3.42
57.5,5.25,1002,median,3.15
57.5,5.25,1002,rmse,3.85
57.5,5.25,1002,max,7.99
57.5,5.25,1002,min,0.0
57.5,5.25,1002,count,141.0
57.5,5.25,1002,std,1.77
57.5,5.25,104D,mean,3.37
57.5,5.25,104D,median,3.04
57.5,5.25,104D,rmse,3.86
57.5,5.25,104D,max,8.48
57.5,5.25,104D,min,0.16
57.5,5.25,104D,count,136.0
57.5,5.25,104D,std,1.87
57.5,5.25,10CE,mean,3.5
57.5,5.25,10CE,median,3.18
57.5,5.25,10CE,rmse,4.02
57.5,5.25,10CE,max,8.52
57.5,5.25,10CE,min,0.2
57.5,5.25,10CE,count,146.0
57.5,5.25,10CE,std,1.98
57.5,5.25,1210,mean,3.32
57.5,5.25,1210,median,3.08
57.5,5.25,1210,rmse,3.76
57.5,5.25,1210,max,8.25
57.5,5.25,1210,min,0.37
57.5,5.25,1210,count,143.0
57.5,5.25,1210,std,1.76
57.5,5.25,1211,mean,3.35
57.5,5.25,1211,median,3.12
57.5,5.25,1211,rmse,3.81
57.5,5.25,1211,max,8.05
57.5,5.25,1211,min,0.26
57.5,5.25,1211,count,136.0
57.5,5.25,1211,std,1.81
57.5,5.25,1212,mean,3.52
57.5,5.25,1212,median,3.26
57.5,5.25,1212,rmse,3.98
57.5,5.25,1212,max,8.85
57.5,5.25,1212,min,0.38
57.5,5.25,1212,count,141.0
57.5,5.25,1212,std,1.86
57.5,5.25,121D,mean,3.47
57.5,5.25,121D,median,3.09
57.5,5.25,121D,rmse,3.91
57.5,5.25,121D,max,8.28
57.5,5.25,121D,min,0.41
57.5,5.25,121D,count,147.0
57.5,5.25,121D,std,1.8
57.5,5.25,1F61,mean,3.55
57.5,5.25,1F61,median,3.11
57.5,5.25,1F61,rmse,4.08
57.5,5.25,1F61,max,9.73
57.5,5.25,1F61,min,0.42
57.5,5.25,1F61,count,144.0
57.5,5.25,1F61,std,2.01
57.5,5.25,2005,mean,3.47
57.5,5.25,2005,median,3.05
57.5,5.25,2005,rmse,3.99
57.5,5.25,2005,max,9.01
57.5,5.25,2005,min,0.3
57.5,5.25,2005,count,145.0
57.5,5.25,2005,std,1.96
57.5,5.25,2055,mean,3.45
57.5,5.25,2055,median,3.34
57.5,5.25,2055,rmse,3.94
57.5,5.25,2055,max,8.49
57.5,5.25,2055,min,0.09
57.5,5.25,2055,count,141.0
57.5,5.25,2055,std,1.9
57.5,5.5,1002,mean,3.46
57.5,5.5,1002,median,3.1
57.5,5.5,1002,rmse,3.95
57.5,5.5,1002,max,10.25
57.5,5.5,1002,min,0.19
57.5,5.5,1002,count,141.0
57.5,5.5,1002,std,1.9
57.5,5.5,104D,mean,3.46
57.5,5.5,104D,median,3.13
57.5,5.5,104D,rmse,3.9
57.5,5.5,104D,max,8.14
57.5,5.5,104D,min,0.16
57.5,5.5,104D,count,136.0
57.5,5.5,104D,std,1.81
57.5,5.5,10CE,mean,3.46
57.5,5.5,10CE,median,3.09
57.5,5.5,10CE,rmse,3.96
57.5,5.5,10CE,max,8.41
57.5,5.5,10CE,min,0.0
57.5,5.5,10CE,count,146.0
57.5,5.5,10CE,std,1.91
57.5,5.5,1210,mean,3.27
57.5,5.5,1210,median,2.92
57.5,5.5,1210,rmse,3.69
57.5,5.5,1210,max,8.14
57.5,5.5,1210,min,0.4
57.5,5.5,1210,count,143.0
57.5,5.5,1210,std,1.72
57.5,5.5,1211,mean,3.47
57.5,5.5,1211,median,3.27
57.5,5.5,1211,rmse,3.98
57.5,5.5,1211,max,9.98
57.5,5.5,1211,min,0.14
57.5,5.5,1211,count,136.0
57.5,5.5,1211,std,1.95
57.5,5.5,1212,mean,3.54
57.5,5.5,1212,median,3.26
57.5,5.5,1212,rmse,4.0
57.5,5.5,1212,max,8.84
57.5,5.5,1212,min,0.38
57.5,5.5,1212,count,141.0
57.5,5.5,1212,std,1.85
57.5,5.5,121D,mean,3.57
57.5,5.5,121D,median,3.16
57.5,5.5,121D,rmse,4.04
57.5,5.5,121D,max,8.2
57.5,5.5,121D,min,0.34
57.5,5.5,121D,count,147.0
57.5,5.5,121D,std,1.89
57.5,5.5,1F61,mean,3.53
57.5,5.5,1F61,median,3.19
57.5,5.5,1F61,rmse,4.04
57.5,5.5,1F61,max,10.03
57.5,5.5,1F61,min,0.22
57.5,5.5,1F61,count,144.0
57.5,5.5,1F61,std,1.97
57.5,5.5,2005,mean,3.5
57.5,5.5,2005,median,3.1
57.5,5.5,2005,rmse,4.01
57.5,5.5,2005,max,8.78
57.5,5.5,2005,min,0.35
57.5,5.5,2005,count,145.0
57.5,5.5,2005,std,1.96
57.5,5.5,2055,mean,3.5
57.5,5.5,2055,median,3.13
57.5,5.5,2055,rmse,4.04
57.5,5.5,2055,max,9.94
57.5,5.5,2055,min,0.09
57.5,5.5,2055,count,141.0
57.5,5.5,2055,std,2.01
57.5,5.75,1002,mean,3.58
57.5,5.75,1002,median,3.28
57.5,5.75,1002,rmse,4.04
57.5,5.75,1002,max,9.44
57.5,5.75,1002,min,0.34
57.5,5.75,1002,count,141.0
57.5,5.75,1002,std,1.89
57.5,5.75,104D,mean,3.49
57.5,5.75,104D,median,3.16
57.5,5.75,104D,rmse,3.96
57.5,5.75,104D,max,8.27
57.5,5.75,104D,min,0.04
57.5,5.75,104D,count,136.0
57.5,5.75,104D,std,1.88
57.5,5.75,10CE,mean,3.66
57.5,5.75,10CE,median,3.28
57.5,5.75,10CE,rmse,4.17
57.5,5.75,10CE,max,8.44
57.5,5.75,10CE,min,0.3
57.5,5.75,10CE,count,146.0
57.5,5.75,10CE,std,2.01
57.5,5.75,1210,mean,3.38
57.5,5.75,1210,median,3.13
57.5,5.75,1210,rmse,3.82
57.5,5.75,1210,max,8.22
57.5,5.75,1210,min,0.44
57.5,5.75,1210,count,143.0
57.5,5.75,1210,std,1.78
57.5,5.75,1211,mean,3.53
57.5,5.75,1211,median,3.42
57.5,5.75,1211,rmse,4.01
57.5,5.75,1211,max,8.61
57.5,5.75,1211,min,0.26
57.5,5.75,1211,count,136.0
57.5,5.75,1211,std,1.91
57.5,5.75,1212,mean,3.63
57.5,5.75,1212,median,3.35
57.5,5.75,1212,rmse,4.08
57.5,5.75,1212,max,8.45
57.5,5.75,1212,min,0.38
57.5,5.75,1212,count,141.0
57.5,5.75,1212,std,1.87
57.5,5.75,121D,mean,3.57
57.5,5.75,121D,median,3.12
57.5,5.75,121D,rmse,4.06
57.5,5.75,121D,max,8.5
57.5,5.75,121D,min,0.34
57.5,5.75,121D,count,147.0
57.5,5.75,121D,std,1.94
57.5,5.75,1F61,mean,3.61
57.5,5.75,1F61,median,3.38
57.5,5.75,1F61,rmse,4.08
57.5,5.75,1F61,max,8.81
57.5,5.75,1F61,min,0.2
57.5,5.75,1F61,count,144.0
57.5,5.75,1F61,std,1.9
57.5,5.75,2005,mean,3.58
57.5,5.75,2005,median,3.21
57.5,5.75,2005,rmse,4.07
57.5,5.75,2005,max,8.78
57.5,5.75,2005,min,0.31
57.5,5.75,2005,count,145.0
57.5,5.75,2005,std,1.93
57.5,5.75,2055,mean,3.58
57.5,5.75,2055,median,3.21
57.5,5.75,2055,rmse,4.12
57.5,5.75,2055,max,9.51
57.5,5.75,2055,min,0.09
57.5,5.75,2055,count,141.0
57.5,5.75,2055,std,2.04
57.5,6.0,1002,mean,3.58
57.5,6.0,1002,median,3.39
57.5,6.0,1002,rmse,4.01
57.5,6.0,1002,max,8.38
57.5,6.0,1002,min,0.34
57.5,6.0,1002,count,141.0
57.5,6.0,1002,std,1.81
57.5,6.0,104D,mean,3.69
57.5,6.0,104D,median,3.46
57.5,6.0,104D,rmse,4.13
57.5,6.0,104D,max,8.27
57.5,6.0,104D,min,0.19
57.5,6.0,104D,count,136.0
57.5,6.0,104D,std,1.86
57.5,6.0,10CE,mean,3.68
57.5,6.0,10CE,median,3.46
57.5,6.0,10CE,rmse,4.22
57.5,6.0,10CE,max,8.39
57.5,6.0,10CE,min,0.3
57.5,6.0,10CE,count,146.0
57.5,6.0,10CE,std,2.07
57.5,6.0,1210,mean,3.46
57.5,6.0,1210,median,3.15
57.5,6.0,1210,rmse,3.91
57.5,6.0,1210,max,8.26
57.5,6.0,1210,min,0.04
57.5,6.0,1210,count,143.0
57.5,6.0,1210,std,1.84
57.5,6.0,1211,mean,3.54
57.5,6.0,1211,median,3.44
57.5,6.0,1211,rmse,4.02
57.5,6.0,1211,max,9.6
57.5,6.0,1211,min,0.0
57.5,6.0,1211,count,136.0
57.5,6.0,1211,std,1.91
57.5,6.0,1212,mean,3.77
57.5,6.0,1212,median,3.48
57.5,6.0,1212,rmse,4.23
57.5,6.0,1212,max,10.16
57.5,6.0,1212,min,0.38
57.5,6.0,1212,count,141.0
57.5,6.0,1212,std,1.93
57.5,6.0,121D,mean,3.64
57.5,6.0,121D,median,3.36
57.5,6.0,121D,rmse,4.16
57.5,6.0,121D,max,9.86
57.5,6.0,121D,min,0.11
57.5,6.0,121D,count,147.0
57.5,6.0,121D,std,2.02
57.5,6.0,1F61,mean,3.62
57.5,6.0,1F61,median,3.32
57.5,6.0,1F61,rmse,4.1
57.5,6.0,1F61,max,8.8
57.5,6.0,1F61,min,0.23
57.5,6.0,1F61,count,144.0
57.5,6.0,1F61,std,1.92
57.5,6.0,2005,mean,3.71
57.5,6.0,2005,median,3.38
57.5,6.0,2005,rmse,4.15
57.5,6.0,2005,max,7.99
57.5,6.0,2005,min,0.62
57.5,6.0,2005,count,145.0
57.5,6.0,2005,std,1.84
57.5,6.0,2055,mean,3.65
57.5,6.0,2055,median,3.21
57.5,6.0,2055,rmse,4.18
57.5,6.0,2055,max,9.25
57.5,6.0,2055,min,0.09
57.5,6.0,2055,count,141.0
57.5,6.0,2055,std,2.03
60.0,1.0,1002,mean,19.99
60.0,1.0,1002,median,19.22
60.0,1.0,1002,rmse,23.37
60.0,1.0,1002,max,42.77
60.0,1.0,1002,min,0.7
60.0,1.0,1002,count,141.0
60.0,1.0,1002,std,12.11
60.0,1.0,104D,mean,16.91
60.0,1.0,104D,median,15.46
60.0,1.0,104D,rmse,20.25
60.0,1.0,104D,max,42.45
60.0,1.0,104D,min,0.39
60.0,1.0,104D,count,136.0
60.0,1.0,104D,std,11.15
60.0,1.0,10CE,mean,16.48
60.0,1.0,10CE,median,14.24
60.0,1.0,10CE,rmse,19.74
60.0,1.0,10CE,max,43.95
60.0,1.0,10CE,min,0.7
60.0,1.0,10CE,count,146.0
60.0,1.0,10CE,std,10.87
60.0,1.0,1210,mean,15.06
60.0,1.0,1210,median,13.07
60.0,1.0,1210,rmse,17.89
60.0,1.0,1210,max,42.45
60.0,1.0,1210,min,0.1
60.0,1.0,1210,count,143.0
60.0,1.0,1210,std,9.66
60.0,1.0,1211,mean,18.04
60.0,1.0,1211,median,17.19
60.0,1.0,1211,rmse,21.29
60.0,1.0,1211,max,42.4
60.0,1.0,1211,min,0.53
60.0,1.0,1211,count,136.0
60.0,1.0,1211,std,11.31
60.0,1.0,1212,mean,16.31
60.0,1.0,1212,median,14.98
60.0,1.0,1212,rmse,19.48
60.0,1.0,1212,max,42.5
60.0,1.0,1212,min,0.53
60.0,1.0,1212,count,141.0
60.0,1.0,1212,std,10.66
60.0,1.0,121D,mean,15.22
60.0,1.0,121D,median,13.31
60.0,1.0,121D,rmse,18.09
60.0,1.0,121D,max,42.82
60.0,1.0,121D,min,0.53
60.0,1.0,121D,count,147.0
60.0,1.0,121D,std,9.78
60.0,1.0,1F61,mean,17.46
60.0,1.0,1F61,median,16.37
60.0,1.0,1F61,rmse,20.96
60.0,1.0,1F61,max,43.41
60.0,1.0,1F61,min,0.11
60.0,1.0,1F61,count,144.0
60.0,1.0,1F61,std,11.6
60.0,1.0,2005,mean,14.61
60.0,1.0,2005,median,13.18
60.0,1.0,2005,rmse,17.39
60.0,1.0,2005,max,42.45
60.0,1.0,2005,min,0.1
60.0,1.0,2005,count,145.0
60.0,1.0,2005,std,9.44
60.0,1.0,2055,mean,14.54
60.0,1.0,2055,median,12.54
60.0,1.0,2055,rmse,17.16
60.0,1.0,2055,max,35.76
60.0,1.0,2055,min,0.1
60.0,1.0,2055,count,141.0
60.0,1.0,2055,std,9.12
60.0,1.25,1002,mean,17.91
60.0,1.25,1002,median,17.23
60.0,1.25,1002,rmse,21.43
60.0,1.25,1002,max,42.77
60.0,1.25,1002,min,0.7
60.0,1.25,1002,count,141.0
60.0,1.25,1002,std,11.77
60.0,1.25,104D,mean,16.39
60.0,1.25,104D,median,14.96
60.0,1.25,104D,rmse,19.78
60.0,1.25,104D,max,42.35
60.0,1.25,104D,min,0.0
60.0,1.25,104D,count,136.0
60.0,1.25,104D,std,11.07
60.0,1.25,10CE,mean,14.89
60.0,1.25,10CE,median,12.34
60.0,1.25,10CE,rmse,17.93
60.0,1.25,10CE,max,42.57
60.0,1.25,10CE,min,0.38
60.0,1.25,10CE,count,146.0
60.0,1.25,10CE,std,9.98
60.0,1.25,1210,mean,14.09
60.0,1.25,1210,median,12.38
60.0,1.25,1210,rmse,16.79
60.0,1.25,1210,max,42.84
60.0,1.25,1210,min,0.1
60.0,1.25,1210,count,143.0
60.0,1.25,1210,std,9.13
60.0,1.25,1211,mean,16.91
60.0,1.25,1211,median,16.36
60.0,1.25,1211,rmse,20.26
60.0,1.25,1211,max,42.4
60.0,1.25,1211,min,0.52
60.0,1.25,1211,count,136.0
60.0,1.25,1211,std,11.16
60.0,1.25,1212,mean,14.81
60.0,1.25,1212,median,12.93
60.0,1.25,1212,rmse,17.66
60.0,1.25,1212,max,40.08
60.0,1.25,1212,min,0.39
60.0,1.25,1212,count,141.0
60.0,1.25,1212,std,9.62
60.0,1.25,121D,mean,14.32
60.0,1.25,121D,median,12.35
60.0,1.25,121D,rmse,17.1
60.0,1.25,121D,max,34.5
60.0,1.25,121D,min,0.0
60.0,1.25,121D,count,147.0
60.0,1.25,121D,std,9.34
60.0,1.25,1F61,mean,16.62
60.0,1.25,1F61,median,15.12
60.0,1.25,1F61,rmse,20.21
60.0,1.25,1F61,max,43.41
60.0,1.25,1F61,min,0.07
60.0,1.25,1F61,count,144.0
60.0,1.25,1F61,std,11.5
60.0,1.25,2005,mean,13.89
60.0,1.25,2005,median,11.99
60.0,1.25,2005,rmse,16.47
60.0,1.25,2005,max,32.81
60.0,1.25,2005,min,0.1
60.0,1.25,2005,count,145.0
60.0,1.25,2005,std,8.85
60.0,1.25,2055,mean,13.99
60.0,1.25,2055,median,11.74
60.0,1.25,2055,rmse,16.6
60.0,1.25,2055,max,32.81
60.0,1.25,2055,min,0.1
60.0,1.25,2055,count,141.0
60.0,1.25,2055,std,8.93
60.0,1.5,1002,mean,16.16
60.0,1.5,1002,median,15.16
60.0,1.5,1002,rmse,19.61
60.0,1.5,1002,max,42.55
60.0,1.5,1002,min,0.39
60.0,1.5,1002,count,141.0
60.0,1.5,1002,std,11.11
60.0,1.5,104D,mean,15.59
60.0,1.5,104D,median,13.11
60.0,1.5,104D,rmse,19.03
60.0,1.5,104D,max,42.35
60.0,1.5,104D,min,0.0
60.0,1.5,104D,count,136.0
60.0,1.5,104D,std,10.91
60.0,1.5,10CE,mean,13.99
60.0,1.5,10CE,median,12.32
60.0,1.5,10CE,rmse,16.67
60.0,1.5,10CE,max,36.59
60.0,1.5,10CE,min,0.38
60.0,1.5,10CE,count,146.0
60.0,1.5,10CE,std,9.06
60.0,1.5,1210,mean,13.87
60.0,1.5,1210,median,12.37
60.0,1.5,1210,rmse,16.56
60.0,1.5,1210,max,32.81
60.0,1.5,1210,min,0.0
60.0,1.5,1210,count,143.0
60.0,1.5,1210,std,9.05
60.0,1.5,1211,mean,16.35
60.0,1.5,1211,median,15.48
60.0,1.5,1211,rmse,19.75
60.0,1.5,1211,max,42.4
60.0,1.5,1211,min,0.39
60.0,1.5,1211,count,136.0
60.0,1.5,1211,std,11.08
60.0,1.5,1212,mean,14.86
60.0,1.5,1212,median,12.98
60.0,1.5,1212,rmse,17.8
60.0,1.5,1212,max,39.85
60.0,1.5,1212,min,0.38
60.0,1.5,1212,count,141.0
60.0,1.5,1212,std,9.8
60.0,1.5,121D,mean,13.62
60.0,1.5,121D,median,11.98
60.0,1.5,121D,rmse,16.29
60.0,1.5,121D,max,34.5
60.0,1.5,121D,min,0.0
60.0,1.5,121D,count,147.0
60.0,1.5,121D,std,8.95
60.0,1.5,1F61,mean,14.4
60.0,1.5,1F61,median,11.8
60.0,1.5,1F61,rmse,17.67
60.0,1.5,1F61,max,36.81
60.0,1.5,1F61,min,0.09
60.0,1.5,1F61,count,144.0
60.0,1.5,1F61,std,10.24
60.0,1.5,2005,mean,13.58
60.0,1.5,2005,median,11.9
60.0,1.5,2005,rmse,16.11
60.0,1.5,2005,max,32.66
60.0,1.5,2005,min,0.1
60.0,1.5,2005,count,145.0
60.0,1.5,2005,std,8.68
60.0,1.5,2055,mean,13.91
60.0,1.5,2055,median,11.87
60.0,1.5,2055,rmse,16.47
60.0,1.5,2055,max,32.81
60.0,1.5,2055,min,0.0
60.0,1.5,2055,count,141.0
60.0,1.5,2055,std,8.83
60.0,1.75,1002,mean,14.7
60.0,1.75,1002,median,12.43
60.0,1.75,1002,rmse,18.0
60.0,1.75,1002,max,40.55
60.0,1.75,1002,min,0.38
60.0,1.75,1002,count,141.0
60.0,1.75,1002,std,10.4
60.0,1.75,104D,mean,14.3
60.0,1.75,104D,median,10.72
60.0,1.75,104D,rmse,17.57
60.0,1.75,104D,max,42.35
60.0,1.75,104D,min,0.0
60.0,1.75,104D,count,136.0
60.0,1.75,104D,std,10.22
60.0,1.75,10CE,mean,13.74
60.0,1.75,10CE,median,12.4
60.0,1.75,10CE,rmse,16.41
60.0,1.75,10CE,max,36.59
60.0,1.75,10CE,min,0.0
60.0,1.75,10CE,count,146.0
60.0,1.75,10CE,std,8.98
60.0,1.75,1210,mean,13.63
60.0,1.75,1210,median,12.54
60.0,1.75,1210,rmse,16.25
60.0,1.75,1210,max,32.66
60.0,1.75,1210,min,0.0
60.0,1.75,1210,count,143.0
60.0,1.75,1210,std,8.85
60.0,1.75,1211,mean,15.18
60.0,1.75,1211,median,13.57
60.0,1.75,1211,rmse,18.49
60.0,1.75,1211,max,40.86
60.0,1.75,1211,min,0.38
60.0,1.75,1211,count,136.0
60.0,1.75,1211,std,10.55
60.0,1.75,1212,mean,14.42
60.0,1.75,1212,median,13.07
60.0,1.75,1212,rmse,17.28
60.0,1.75,1212,max,40.5
60.0,1.75,1212,min,0.0
60.0,1.75,1212,count,141.0
60.0,1.75,1212,std,9.52
60.0,1.75,121D,mean,13.17
60.0,1.75,121D,median,11.9
60.0,1.75,121D,rmse,15.64
60.0,1.75,121D,max,33.68
60.0,1.75,121D,min,0.0
60.0,1.75,121D,count,147.0
60.0,1.75,121D,std,8.44
60.0,1.75,1F61,mean,13.66
60.0,1.75,1F61,median,11.33
60.0,1.75,1F61,rmse,16.83
60.0,1.75,1F61,max,36.81
60.0,1.75,1F61,min,0.38
60.0,1.75,1F61,count,144.0
60.0,1.75,1F61,std,9.84
60.0,1.75,2005,mean,13.49
60.0,1.75,2005,median,11.9
60.0,1.75,2005,rmse,16.02
60.0,1.75,2005,max,32.66
60.0,1.75,2005,min,0.1
60.0,1.75,2005,count,145.0
60.0,1.75,2005,std,8.64
60.0,1.75,2055,mean,13.52
60.0,1.75,2055,median,12.02
60.0,1.75,2055,rmse,15.95
60.0,1.75,2055,max,30.55
60.0,1.75,2055,min,0.0
60.0,1.75,2055,count,141.0
60.0,1.75,2055,std,8.47
60.0,2.0,1002,mean,13.19
60.0,2.0,1002,median,10.54
60.0,2.0,1002,rmse,16.19
60.0,2.0,1002,max,36.6
60.0,2.0,1002,min,0.37
60.0,2.0,1002,count,141.0
60.0,2.0,1002,std,9.39
60.0,2.0,104D,mean,12.1
60.0,2.0,104D,median,8.74
60.0,2.0,104D,rmse,15.24
60.0,2.0,104D,max,42.35
60.0,2.0,104D,min,0.0
60.0,2.0,104D,count,136.0
60.0,2.0,104D,std,9.27
60.0,2.0,10CE,mean,12.93
60.0,2.0,10CE,median,11.57
60.0,2.0,10CE,rmse,15.42
60.0,2.0,10CE,max,36.59
60.0,2.0,10CE,min,0.0
60.0,2.0,10CE,count,146.0
60.0,2.0,10CE,std,8.41
60.0,2.0,1210,mean,13.2
60.0,2.0,1210,median,11.9
60.0,2.0,1210,rmse,15.68
60.0,2.0,1210,max,32.66
60.0,2.0,1210,min,0.0
60.0,2.0,1210,count,143.0
60.0,2.0,1210,std,8.47
60.0,2.0,1211,mean,13.21
60.0,2.0,1211,median,9.69
60.0,2.0,1211,rmse,16.31
60.0,2.0,1211,max,37.69
60.0,2.0,1211,min,0.37
60.0,2.0,1211,count,136.0
60.0,2.0,1211,std,9.57
60.0,2.0,1212,mean,13.93
60.0,2.0,1212,median,12.99
60.0,2.0,1212,rmse,16.56
60.0,2.0,1212,max,32.81
60.0,2.0,1212,min,0.0
60.0,2.0,1212,count,141.0
60.0,2.0,1212,std,8.96
60.0,2.0,121D,mean,12.88
60.0,2.0,121D,median,11.72
60.0,2.0,121D,rmse,15.23
60.0,2.0,121D,max,29.79
60.0,2.0,121D,min,0.0
60.0,2.0,121D,count,147.0
60.0,2.0,121D,std,8.13
60.0,2.0,1F61,mean,12.62
60.0,2.0,1F61,median,9.54
60.0,2.0,1F61,rmse,15.69
60.0,2.0,1F61,max,35.86
60.0,2.0,1F61,min,0.38
60.0,2.0,1F61,count,144.0
60.0,2.0,1F61,std,9.31
60.0,2.0,2005,mean,13.16
60.0,2.0,2005,median,11.9
60.0,2.0,2005,rmse,15.53
60.0,2.0,2005,max,32.6
60.0,2.0,2005,min,0.1
60.0,2.0,2005,count,145.0
60.0,2.0,2005,std,8.24
60.0,2.0,2055,mean,13.43
60.0,2.0,2055,median,12.28
60.0,2.0,2055,rmse,15.9
60.0,2.0,2055,max,30.55
60.0,2.0,2055,min,0.0
60.0,2.0,2055,count,141.0
60.0,2.0,2055,std,8.5
60.0,2.25,1002,mean,10.32
60.0,2.25,1002,median,7.09
60.0,2.25,1002,rmse,13.29
60.0,2.25,1002,max,36.6
60.0,2.25,1002,min,0.4
60.0,2.25,1002,count,141.0
60.0,2.25,1002,std,8.37
60.0,2.25,104D,mean,9.56
60.0,2.25,104D,median,6.58
60.0,2.25,104D,rmse,12.41
60.0,2.25,104D,max,42.35
60.0,2.25,104D,min,0.0
60.0,2.25,104D,count,136.0
60.0,2.25,104D,std,7.91
60.0,2.25,10CE,mean,10.71
60.0,2.25,10CE,median,9.36
60.0,2.25,10CE,rmse,12.88
60.0,2.25,10CE,max,30.55
60.0,2.25,10CE,min,0.0
60.0,2.25,10CE,count,146.0
60.0,2.25,10CE,std,7.16
60.0,2.25,1210,mean,11.17
60.0,2.25,1210,median,9.04
60.0,2.25,1210,rmse,13.67
60.0,2.25,1210,max,32.6
60.0,2.25,1210,min,0.0
60.0,2.25,1210,count,143.0
60.0,2.25,1210,std,7.87
60.0,2.25,1211,mean,10.41
60.0,2.25,1211,median,6.77
60.0,2.25,1211,rmse,13.32
60.0,2.25,1211,max,32.66
60.0,2.25,1211,min,0.42
60.0,2.25,1211,count,136.0
60.0,2.25,1211,std,8.31
60.0,2.25,1212,mean,12.79
60.0,2.25,1212,median,11.58
60.0,2.25,1212,rmse,15.5
60.0,2.25,1212,max,32.81
60.0,2.25,1212,min,0.0
60.0,2.25,1212,count,141.0
60.0,2.25,1212,std,8.75
60.0,2.25,121D,mean,11.71
60.0,2.25,121D,median,10.54
60.0,2.25,121D,rmse,14.12
60.0,2.25,121D,max,29.79
60.0,2.25,121D,min,0.0
60.0,2.25,121D,count,147.0
60.0,2.25,121D,std,7.89
60.0,2.25,1F61,mean,9.11
60.0,2.25,1F61,median,6.28
60.0,2.25,1F61,rmse,11.75
60.0,2.25,1F61,max,34.5
60.0,2.25,1F61,min,0.36
60.0,2.25,1F61,count,144.0
60.0,2.25,1F61,std,7.41
60.0,2.25,2005,mean,10.9
60.0,2.25,2005,median,8.9
60.0,2.25,2005,rmse,13.25
60.0,2.25,2005,max,30.47
60.0,2.25,2005,min,0.1
60.0,2.25,2005,count,145.0
60.0,2.25,2005,std,7.54
60.0,2.25,2055,mean,11.56
60.0,2.25,2055,median,10.6
60.0,2.25,2055,rmse,13.96
60.0,2.25,2055,max,29.79
60.0,2.25,2055,min,0.0
60.0,2.25,2055,count,141.0
60.0,2.25,2055,std,7.83
60.0,2.5,1002,mean,7.04
60.0,2.5,1002,median,4.92
60.0,2.5,1002,rmse,9.12
60.0,2.5,1002,max,32.6
60.0,2.5,1002,min,0.4
60.0,2.5,1002,count,141.0
60.0,2.5,1002,std,5.79
60.0,2.5,104D,mean,6.75
60.0,2.5,104D,median,4.96
60.0,2.5,104D,rmse,8.89
60.0,2.5,104D,max,25.85
60.0,2.5,104D,min,0.0
60.0,2.5,104D,count,136.0
60.0,2.5,104D,std,5.79
60.0,2.5,10CE,mean,7.88
60.0,2.5,10CE,median,5.24
60.0,2.5,10CE,rmse,10.06
60.0,2.5,10CE,max,30.55
60.0,2.5,10CE,min,0.0
60.0,2.5,10CE,count,146.0
60.0,2.5,10CE,std,6.26
60.0,2.5,1210,mean,6.82
60.0,2.5,1210,median,4.65
60.0,2.5,1210,rmse,8.86
60.0,2.5,1210,max,23.4
60.0,2.5,1210,min,0.0
60.0,2.5,1210,count,143.0
60.0,2.5,1210,std,5.66
60.0,2.5,1211,mean,7.81
60.0,2.5,1211,median,4.92
60.0,2.5,1211,rmse,10.41
60.0,2.5,1211,max,32.6
60.0,2.5,1211,min,0.34
60.0,2.5,1211,count,136.0
60.0,2.5,1211,std,6.89
60.0,2.5,1212,mean,8.43
60.0,2.5,1212,median,5.99
60.0,2.5,1212,rmse,10.79
60.0,2.5,1212,max,32.6
